datetime,load_D,load_A,load_ev,year,month,hour,dayofweek
2023-01-17 12:00:00,0.4639577015930245,0.4639577015930245,0.0,2023,1,12,1
2023-01-17 13:00:00,0.45992678425535194,0.45992678425535194,0.0,2023,1,13,1
2023-01-17 14:00:00,0.44913347269987314,0.44913347269987314,0.0,2023,1,14,1
2023-01-17 15:00:00,0.46401073997904657,0.46401073997904657,0.0,2023,1,15,1
2023-01-17 16:00:00,0.5300656299039568,0.5300656299039568,0.0,2023,1,16,1
2023-01-17 17:00:00,0.6622240282742975,0.6622240282742975,0.0,2023,1,17,1
2023-01-17 18:00:00,2.4484131677987344,0.7360844006754466,1.7123287671232876,2023,1,18,1
2023-01-17 19:00:00,2.4411159698552063,0.7287872027319187,1.7123287671232876,2023,1,19,1
2023-01-17 20:00:00,2.3773461503947444,0.6650173832714567,1.7123287671232876,2023,1,20,1
2023-01-17 21:00:00,2.306044880119157,0.5937161129958693,1.7123287671232876,2023,1,21,1
2023-01-17 22:00:00,0.5250181435008623,0.5250181435008623,0.0,2023,1,22,1
2023-01-17 23:00:00,0.42148721398590094,0.42148721398590094,0.0,2023,1,23,1
2023-01-18 00:00:00,0.3279442485038501,0.3279442485038501,0.0,2023,1,0,2
2023-01-18 01:00:00,0.28190512237969434,0.28190512237969434,0.0,2023,1,1,2
2023-01-18 02:00:00,0.26689611092556814,0.26689611092556814,0.0,2023,1,2,2
2023-01-18 03:00:00,0.26454487591567555,0.26454487591567555,0.0,2023,1,3,2
2023-01-18 04:00:00,0.27613310560728893,0.27613310560728893,0.0,2023,1,4,2
2023-01-18 05:00:00,0.31426996068315916,0.31426996068315916,0.0,2023,1,5,2
2023-01-18 06:00:00,0.4064675425278374,0.4064675425278374,0.0,2023,1,6,2
2023-01-18 07:00:00,0.4419216914927964,0.4419216914927964,0.0,2023,1,7,2
2023-01-18 08:00:00,0.415470297631505,0.415470297631505,0.0,2023,1,8,2
2023-01-18 09:00:00,0.40121262067302116,0.40121262067302116,0.0,2023,1,9,2
2023-01-18 10:00:00,0.4049781323805935,0.4049781323805935,0.0,2023,1,10,2
2023-01-18 11:00:00,0.44416243613568274,0.44416243613568274,0.0,2023,1,11,2
2023-01-18 12:00:00,0.4639313726004373,0.4639313726004373,0.0,2023,1,12,2
2023-01-18 13:00:00,0.45990068401205003,0.45990068401205003,0.0,2023,1,13,2
2023-01-18 14:00:00,0.4491079849628816,0.4491079849628816,0.0,2023,1,14,2
2023-01-18 15:00:00,0.46398440797660034,0.46398440797660034,0.0,2023,1,15,2
2023-01-18 16:00:00,0.5300355493729244,0.5300355493729244,0.0,2023,1,16,2
2023-01-18 17:00:00,0.6621864479270553,0.6621864479270553,0.0,2023,1,17,2
2023-01-18 18:00:00,2.448371395971987,0.7360426288486995,1.7123287671232876,2023,1,18,2
2023-01-18 19:00:00,2.4410746121348956,0.7287458450116081,1.7123287671232876,2023,1,19,2
2023-01-18 20:00:00,2.3773084115282606,0.6649796444049728,1.7123287671232876,2023,1,20,2
2023-01-18 21:00:00,2.3060111875064804,0.593682420383193,1.7123287671232876,2023,1,21,2
2023-01-18 22:00:00,0.5249883494080799,0.5249883494080799,0.0,2023,1,22,2
2023-01-18 23:00:00,0.42146329513792286,0.42146329513792286,0.0,2023,1,23,2
2023-01-19 00:00:00,0.3278976234778338,0.3278976234778338,0.0,2023,1,0,3
2023-01-19 01:00:00,0.2818650429036095,0.2818650429036095,0.0,2023,1,1,3
2023-01-19 02:00:00,0.26685816533520534,0.26685816533520534,0.0,2023,1,2,3
2023-01-19 03:00:00,0.2645072646089418,0.2645072646089418,0.0,2023,1,3,3
2023-01-19 04:00:00,0.27609384675981213,0.27609384675981213,0.0,2023,1,4,3
2023-01-19 05:00:00,0.31422527978035375,0.31422527978035375,0.0,2023,1,5,3
2023-01-19 06:00:00,0.4064097535596466,0.4064097535596466,0.0,2023,1,6,3
2023-01-19 07:00:00,0.4418588618793574,0.4418588618793574,0.0,2023,1,7,3
2023-01-19 08:00:00,0.4154112287088926,0.4154112287088926,0.0,2023,1,8,3
2023-01-19 09:00:00,0.4011555788161742,0.4011555788161742,0.0,2023,1,9,3
2023-01-19 10:00:00,0.4049205551672579,0.4049205551672579,0.0,2023,1,10,3
2023-01-19 11:00:00,0.4440992879474319,0.4440992879474319,0.0,2023,1,11,3
2023-01-19 12:00:00,0.46386541379062146,0.46386541379062146,0.0,2023,1,12,3
2023-01-19 13:00:00,0.45983529825988395,0.45983529825988395,0.0,2023,1,13,3
2023-01-19 14:00:00,0.44904413364797496,0.44904413364797496,0.0,2023,1,14,3
2023-01-19 15:00:00,0.4639184416265522,0.4639184416265522,0.0,2023,1,15,3
2023-01-19 16:00:00,0.5299601922919821,0.5299601922919821,0.0,2023,1,16,3
2023-01-19 17:00:00,0.662092302472445,0.662092302472445,0.0,2023,1,17,3
2023-01-19 18:00:00,2.4482667501156388,0.7359379829923511,1.7123287671232876,2023,1,18,3
2023-01-19 19:00:00,2.440971003688832,0.7286422365655446,1.7123287671232876,2023,1,19,3
2023-01-19 20:00:00,2.3772138689547524,0.6648851018314649,1.7123287671232876,2023,1,20,3
2023-01-19 21:00:00,2.3059267815185054,0.5935980143952178,1.7123287671232876,2023,1,21,3
2023-01-19 22:00:00,0.524913709905905,0.524913709905905,0.0,2023,1,22,3
2023-01-19 23:00:00,0.42140337416906803,0.42140337416906803,0.0,2023,1,23,3
2023-01-20 00:00:00,0.32782344044151007,0.32782344044151007,0.0,2023,1,0,4
2023-01-20 01:00:00,0.28180127420503115,0.28180127420503115,0.0,2023,1,1,4
2023-01-20 02:00:00,0.26679779176871715,0.26679779176871715,0.0,2023,1,2,4
2023-01-20 03:00:00,0.2644474229064913,0.2644474229064913,0.0,2023,1,3,4
2023-01-20 04:00:00,0.2760313837274616,0.2760313837274616,0.0,2023,1,4,4
2023-01-20 05:00:00,0.3141541899533018,0.3141541899533018,0.0,2023,1,5,4
2023-01-20 06:00:00,0.4063178080640042,0.4063178080640042,0.0,2023,1,6,4
2023-01-20 07:00:00,0.4417588964338836,0.4417588964338836,0.0,2023,1,7,4
2023-01-20 08:00:00,0.4153172467338427,0.4153172467338427,0.0,2023,1,8,4
2023-01-20 09:00:00,0.40106482201666105,0.40106482201666105,0.0,2023,1,9,4
2023-01-20 10:00:00,0.40482894658548896,0.40482894658548896,0.0,2023,1,10,4
2023-01-20 11:00:00,0.4439988156315312,0.4439988156315312,0.0,2023,1,11,4
2023-01-20 12:00:00,0.46376046961787765,0.46376046961787765,0.0,2023,1,12,4
2023-01-20 13:00:00,0.4597312658540618,0.4597312658540618,0.0,2023,1,13,4
2023-01-20 14:00:00,0.4489425426180552,0.4489425426180552,0.0,2023,1,14,4
2023-01-20 15:00:00,0.4638134854568752,0.4638134854568752,0.0,2023,1,15,4
2023-01-20 16:00:00,0.5298402949417726,0.5298402949417726,0.0,2023,1,16,4
2023-01-20 17:00:00,0.6619425117639823,0.6619425117639823,0.0,2023,1,17,4
2023-01-20 18:00:00,2.4481002526779774,0.7357714855546896,1.7123287671232876,2023,1,18,4
2023-01-20 19:00:00,2.4408061568292276,0.72847738970594,1.7123287671232876,2023,1,19,4
2023-01-20 20:00:00,2.377063446407809,0.6647346792845213,1.7123287671232876,2023,1,20,4
2023-01-20 21:00:00,2.3057924868487345,0.5934637197254469,1.7123287671232876,2023,1,21,4
2023-01-20 22:00:00,0.5247949542638367,0.5247949542638367,0.0,2023,1,22,4
2023-01-20 23:00:00,0.4213080365405687,0.4213080365405687,0.0,2023,1,23,4
2023-01-21 00:00:00,0.3604272350942703,0.3604272350942703,0.0,2023,1,0,5
2023-01-21 01:00:00,0.3053387144608586,0.3053387144608586,0.0,2023,1,1,5
2023-01-21 02:00:00,0.2791039824346848,0.2791039824346848,0.0,2023,1,2,5
2023-01-21 03:00:00,0.2683009261154893,0.2683009261154893,0.0,2023,1,3,5
2023-01-21 04:00:00,0.2679343465265714,0.2679343465265714,0.0,2023,1,4,5
2023-01-21 05:00:00,0.2725717991574607,0.2725717991574607,0.0,2023,1,5,5
2023-01-21 06:00:00,0.32019181274436403,0.32019181274436403,0.0,2023,1,6,5
2023-01-21 07:00:00,0.40983156378867786,0.40983156378867786,0.0,2023,1,7,5
2023-01-21 08:00:00,0.5051334236642296,0.5051334236642296,0.0,2023,1,8,5
2023-01-21 09:00:00,0.5637508249186706,0.5637508249186706,0.0,2023,1,9,5
2023-01-21 10:00:00,0.6086811159796582,0.6086811159796582,0.0,2023,1,10,5
2023-01-21 11:00:00,0.6694979947676065,0.6694979947676065,0.0,2023,1,11,5
2023-01-21 12:00:00,0.6674310158806958,0.6674310158806958,0.0,2023,1,12,5
2023-01-21 13:00:00,0.6396990491479778,0.6396990491479778,0.0,2023,1,13,5
2023-01-21 14:00:00,0.6231543848095861,0.6231543848095861,0.0,2023,1,14,5
2023-01-21 15:00:00,0.6226994727896036,0.6226994727896036,0.0,2023,1,15,5
2023-01-21 16:00:00,0.6611947462475382,0.6611947462475382,0.0,2023,1,16,5
2023-01-21 17:00:00,0.7500748383846965,0.7500748383846965,0.0,2023,1,17,5
2023-01-21 18:00:00,2.491734389242971,0.7794056221196831,1.7123287671232876,2023,1,18,5
2023-01-21 19:00:00,2.44692334696392,0.7345945798406327,1.7123287671232876,2023,1,19,5
2023-01-21 20:00:00,2.3687535620933398,0.6564247949700519,1.7123287671232876,2023,1,20,5
2023-01-21 21:00:00,2.3046507168697894,0.5923219497465019,1.7123287671232876,2023,1,21,5
2023-01-21 22:00:00,0.5444722718388307,0.5444722718388307,0.0,2023,1,22,5
2023-01-21 23:00:00,0.45404636215804245,0.45404636215804245,0.0,2023,1,23,5
2023-01-22 00:00:00,0.3826170754617221,0.3826170754617221,0.0,2023,1,0,6
2023-01-22 01:00:00,0.3297089460861578,0.3297089460861578,0.0,2023,1,1,6
2023-01-22 02:00:00,0.2980408876740314,0.2980408876740314,0.0,2023,1,2,6
2023-01-22 03:00:00,0.2816527888554321,0.2816527888554321,0.0,2023,1,3,6
2023-01-22 04:00:00,0.2744256019572513,0.2744256019572513,0.0,2023,1,4,6
2023-01-22 05:00:00,0.2765359228719308,0.2765359228719308,0.0,2023,1,5,6
2023-01-22 06:00:00,0.30735632100033655,0.30735632100033655,0.0,2023,1,6,6
2023-01-22 07:00:00,0.37608744233868646,0.37608744233868646,0.0,2023,1,7,6
2023-01-22 08:00:00,0.4775285378545692,0.4775285378545692,0.0,2023,1,8,6
2023-01-22 09:00:00,0.5714422334551202,0.5714422334551202,0.0,2023,1,9,6
2023-01-22 10:00:00,0.6526498545944835,0.6526498545944835,0.0,2023,1,10,6
2023-01-22 11:00:00,0.7441486013658929,0.7441486013658929,0.0,2023,1,11,6
2023-01-22 12:00:00,0.7293586953738919,0.7293586953738919,0.0,2023,1,12,6
2023-01-22 13:00:00,0.6750863627292146,0.6750863627292146,0.0,2023,1,13,6
2023-01-22 14:00:00,0.6383279277174532,0.6383279277174532,0.0,2023,1,14,6
